total_pop,pop_urban,pop_urban_areas,pop_urban_cluster,pop_rural,pop_not_defined,zipcode,statefipscode,stateabbreviation
70,0,0,0,70,0,"30165","01","AL"
9,0,0,0,9,0,"31905","01","AL"
10427,6676,6676,0,3751,0,"35004","01","AL"
7942,6334,6334,0,1608,0,"35005","01","AL"
3121,0,0,0,3121,0,"35006","01","AL"
26225,23735,23735,0,2490,0,"35007","01","AL"
20816,9400,0,9400,11416,0,"35010","01","AL"
124,124,0,124,0,0,"35013","01","AL"
4546,0,0,0,4546,0,"35014","01","AL"
16778,7933,0,7933,8845,0,"35016","01","AL"
2117,0,0,0,2117,0,"35019","01","AL"
27139,27053,27053,0,86,0,"35020","01","AL"
18888,13243,13243,0,5645,0,"35022","01","AL"
25436,15862,15862,0,9574,0,"35023","01","AL"
7933,0,0,0,7933,0,"35031","01","AL"
66,66,0,66,0,0,"35032","01","AL"
3403,0,0,0,3403,0,"35033","01","AL"
5541,3321,0,3321,2220,0,"35034","01","AL"
1581,0,0,0,1581,0,"35035","01","AL"
297,244,244,0,53,0,"35036","01","AL"
14965,11808,11808,0,3157,0,"35040","01","AL"
5831,2204,0,2204,3627,0,"35042","01","AL"
9234,2174,2174,0,7060,0,"35043","01","AL"
7713,4494,0,4494,3219,0,"35044","01","AL"
14870,5677,0,5677,9193,0,"35045","01","AL"
5108,0,0,0,5108,0,"35046","01","AL"
3996,0,0,0,3996,0,"35049","01","AL"
8787,2642,0,2642,6145,0,"35051","01","AL"
277,0,0,0,277,0,"35052","01","AL"
2617,0,0,0,2617,0,"35053","01","AL"
4101,1368,0,1368,2733,0,"35054","01","AL"
19427,14390,0,14390,5037,0,"35055","01","AL"
12630,1125,0,1125,11505,0,"35057","01","AL"
9936,2104,0,2104,7832,0,"35058","01","AL"
414,400,400,0,14,0,"35060","01","AL"
1465,1465,1465,0,0,0,"35061","01","AL"
7944,1809,0,1809,6135,0,"35062","01","AL"
3866,65,0,65,3801,0,"35063","01","AL"
11458,11458,11458,0,0,0,"35064","01","AL"
7232,6831,6831,0,401,0,"35068","01","AL"
265,0,0,0,265,0,"35070","01","AL"
15661,13470,13470,0,2191,0,"35071","01","AL"
5193,0,0,0,5193,0,"35072","01","AL"
2382,1346,1346,0,1036,0,"35073","01","AL"
93,93,0,93,0,0,"35074","01","AL"
13142,3297,0,3297,9845,0,"35077","01","AL"
2082,0,0,0,2082,0,"35078","01","AL"
8810,0,0,0,8810,0,"35079","01","AL"
15881,13892,13892,0,1989,0,"35080","01","AL"
7,0,0,0,7,0,"35082","01","AL"
3268,0,0,0,3268,0,"35083","01","AL"
8933,0,0,0,8933,0,"35085","01","AL"
2115,0,0,0,2115,0,"35087","01","AL"
2238,0,0,0,2238,0,"35089","01","AL"
2719,1040,1040,0,1679,0,"35091","01","AL"
14212,9477,9477,0,4735,0,"35094","01","AL"
7815,0,0,0,7815,0,"35096","01","AL"
1748,0,0,0,1748,0,"35097","01","AL"
1375,0,0,0,1375,0,"35098","01","AL"
16140,8062,2855,5207,8078,0,"35111","01","AL"
801,0,0,0,801,0,"35112","01","AL"
7172,6868,6868,0,304,0,"35114","01","AL"
14118,7167,7167,0,6951,0,"35115","01","AL"
4240,2076,2076,0,2164,0,"35116","01","AL"
5367,3968,3968,0,1399,0,"35117","01","AL"
3138,1501,1501,0,1637,0,"35118","01","AL"
116,95,95,0,21,0,"35119","01","AL"
13842,0,0,0,13842,0,"35120","01","AL"
15570,5250,0,5250,10320,0,"35121","01","AL"
23020,22111,22111,0,909,0,"35124","01","AL"
10456,4886,0,4886,5570,0,"35125","01","AL"
21725,15697,15697,0,6028,0,"35126","01","AL"
10099,9912,9912,0,187,0,"35127","01","AL"
10197,4025,0,4025,6172,0,"35128","01","AL"
3233,195,0,195,3038,0,"35130","01","AL"
4159,0,0,0,4159,0,"35131","01","AL"
3907,382,382,0,3525,0,"35133","01","AL"
1812,817,0,817,995,0,"35135","01","AL"
1796,0,0,0,1796,0,"35136","01","AL"
150,0,0,0,150,0,"35139","01","AL"
3281,0,0,0,3281,0,"35143","01","AL"
10948,2775,0,2775,8173,0,"35146","01","AL"
5468,2770,2770,0,2698,0,"35147","01","AL"
2702,1974,0,1974,728,0,"35148","01","AL"
630,0,0,0,630,0,"35149","01","AL"
18472,12171,0,12171,6301,0,"35150","01","AL"
7632,1260,0,1260,6372,0,"35151","01","AL"
26822,13493,0,13493,13329,0,"35160","01","AL"
3281,108,0,108,3173,0,"35171","01","AL"
2986,0,0,0,2986,0,"35172","01","AL"
25176,19630,19630,0,5546,0,"35173","01","AL"
5041,8,0,8,5033,0,"35175","01","AL"
921,0,0,0,921,0,"35176","01","AL"
3378,0,0,0,3378,0,"35178","01","AL"
8958,388,0,388,8570,0,"35179","01","AL"
13794,0,0,0,13794,0,"35180","01","AL"
706,0,0,0,706,0,"35183","01","AL"
5841,46,0,46,5795,0,"35184","01","AL"
4931,0,0,0,4931,0,"35186","01","AL"
32,32,32,0,0,0,"35187","01","AL"
2715,1428,0,1428,1287,0,"35188","01","AL"
3798,3798,3798,0,0,0,"35203","01","AL"
10337,10337,10337,0,0,0,"35204","01","AL"
19686,19686,19686,0,0,0,"35205","01","AL"
17177,17177,17177,0,0,0,"35206","01","AL"
9010,8817,8817,0,193,0,"35207","01","AL"
14855,14855,14855,0,0,0,"35208","01","AL"
29544,29544,29544,0,0,0,"35209","01","AL"
13952,13322,13322,0,630,0,"35210","01","AL"
26236,25301,25301,0,935,0,"35211","01","AL"
11539,11539,11539,0,0,0,"35212","01","AL"
13185,13185,13185,0,0,0,"35213","01","AL"
19592,18702,18702,0,890,0,"35214","01","AL"
46951,46125,46125,0,826,0,"35215","01","AL"
36408,36408,36408,0,0,0,"35216","01","AL"
13729,13408,13408,0,321,0,"35217","01","AL"
7353,7353,7353,0,0,0,"35218","01","AL"
4834,4834,4834,0,0,0,"35221","01","AL"
7884,7884,7884,0,0,0,"35222","01","AL"
11043,11043,11043,0,0,0,"35223","01","AL"
6094,5930,5930,0,164,0,"35224","01","AL"
31471,31217,31217,0,254,0,"35226","01","AL"
10419,10419,10419,0,0,0,"35228","01","AL"
940,940,940,0,0,0,"35229","01","AL"
1308,1308,1308,0,0,0,"35233","01","AL"
6311,6311,6311,0,0,0,"35234","01","AL"
19484,19484,19484,0,0,0,"35235","01","AL"
49545,47880,47880,0,1665,0,"35242","01","AL"
17328,17328,17328,0,0,0,"35243","01","AL"
32390,32385,32385,0,5,0,"35244","01","AL"
1403,1403,1403,0,0,0,"35254","01","AL"
39878,38972,38972,0,906,0,"35401","01","AL"
21251,20516,20516,0,735,0,"35404","01","AL"
37661,35091,35091,0,2570,0,"35405","01","AL"
13864,12348,12348,0,1516,0,"35406","01","AL"
1060,0,0,0,1060,0,"35441","01","AL"
4972,0,0,0,4972,0,"35442","01","AL"
2009,0,0,0,2009,0,"35443","01","AL"
3699,0,0,0,3699,0,"35444","01","AL"
2234,0,0,0,2234,0,"35446","01","AL"
3460,0,0,0,3460,0,"35447","01","AL"
3880,674,674,0,3206,0,"35452","01","AL"
11127,4602,4602,0,6525,0,"35453","01","AL"
3759,806,806,0,2953,0,"35456","01","AL"
82,0,0,0,82,0,"35457","01","AL"
594,0,0,0,594,0,"35458","01","AL"
872,0,0,0,872,0,"35459","01","AL"
834,0,0,0,834,0,"35460","01","AL"
1952,0,0,0,1952,0,"35461","01","AL"
5061,0,0,0,5061,0,"35462","01","AL"
1749,0,0,0,1749,0,"35463","01","AL"
654,0,0,0,654,0,"35464","01","AL"
6075,0,0,0,6075,0,"35466","01","AL"
221,0,0,0,221,0,"35469","01","AL"
5468,0,0,0,5468,0,"35470","01","AL"
14909,12519,12519,0,2390,0,"35473","01","AL"
6180,2958,380,2578,3222,0,"35474","01","AL"
14507,5107,5107,0,9400,0,"35475","01","AL"
8106,8099,8099,0,7,0,"35476","01","AL"
335,0,0,0,335,0,"35477","01","AL"
1343,0,0,0,1343,0,"35480","01","AL"
3668,0,0,0,3668,0,"35481","01","AL"
3857,294,0,294,3563,0,"35490","01","AL"
10424,7253,0,7253,3171,0,"35501","01","AL"
9068,1405,0,1405,7663,0,"35503","01","AL"
13596,5498,0,5498,8098,0,"35504","01","AL"
2415,0,0,0,2415,0,"35540","01","AL"
3597,0,0,0,3597,0,"35541","01","AL"
1021,0,0,0,1021,0,"35542","01","AL"
1137,0,0,0,1137,0,"35543","01","AL"
673,0,0,0,673,0,"35544","01","AL"
100,0,0,0,100,0,"35545","01","AL"
3901,0,0,0,3901,0,"35546","01","AL"
1558,0,0,0,1558,0,"35548","01","AL"
4341,0,0,0,4341,0,"35549","01","AL"
5605,0,0,0,5605,0,"35550","01","AL"
1044,0,0,0,1044,0,"35552","01","AL"
4680,0,0,0,4680,0,"35553","01","AL"
1186,0,0,0,1186,0,"35554","01","AL"
10177,3408,0,3408,6769,0,"35555","01","AL"
57,0,0,0,57,0,"35559","01","AL"
4340,0,0,0,4340,0,"35563","01","AL"
2361,0,0,0,2361,0,"35564","01","AL"
13485,3922,0,3922,9563,0,"35565","01","AL"
11145,3207,0,3207,7938,0,"35570","01","AL"
895,0,0,0,895,0,"35571","01","AL"
1131,0,0,0,1131,0,"35572","01","AL"
1507,0,0,0,1507,0,"35574","01","AL"
1018,0,0,0,1018,0,"35575","01","AL"
3217,0,0,0,3217,0,"35576","01","AL"
38,0,0,0,38,0,"35577","01","AL"
5833,0,0,0,5833,0,"35578","01","AL"
3136,0,0,0,3136,0,"35579","01","AL"
3791,0,0,0,3791,0,"35580","01","AL"
5778,0,0,0,5778,0,"35581","01","AL"
4093,0,0,0,4093,0,"35582","01","AL"
460,0,0,0,460,0,"35584","01","AL"
1418,0,0,0,1418,0,"35585","01","AL"
4469,0,0,0,4469,0,"35586","01","AL"
1025,0,0,0,1025,0,"35587","01","AL"
4664,0,0,0,4664,0,"35592","01","AL"
1931,0,0,0,1931,0,"35593","01","AL"
7794,0,0,0,7794,0,"35594","01","AL"
34434,34431,34431,0,3,0,"35601","01","AL"
30545,23054,20048,3006,7491,0,"35603","01","AL"
2252,0,0,0,2252,0,"35610","01","AL"
25251,14907,0,14907,10344,0,"35611","01","AL"
20546,10175,2995,7180,10371,0,"35613","01","AL"
7456,2257,0,2257,5199,0,"35614","01","AL"
68,0,0,0,68,0,"35615","01","AL"
4043,0,0,0,4043,0,"35616","01","AL"
1870,0,0,0,1870,0,"35618","01","AL"
5135,0,0,0,5135,0,"35619","01","AL"
8868,491,0,491,8377,0,"35620","01","AL"
2852,0,0,0,2852,0,"35621","01","AL"
7388,0,0,0,7388,0,"35622","01","AL"
32629,32499,32499,0,130,0,"35630","01","AL"
20877,8266,8266,0,12611,0,"35633","01","AL"
9711,3326,3326,0,6385,0,"35634","01","AL"
24267,13484,13484,0,10783,0,"35640","01","AL"
2941,0,0,0,2941,0,"35643","01","AL"
14060,2917,2917,0,11143,0,"35645","01","AL"
4635,0,0,0,4635,0,"35646","01","AL"
1030,0,0,0,1030,0,"35647","01","AL"
3635,0,0,0,3635,0,"35648","01","AL"
68,0,0,0,68,0,"35649","01","AL"
13971,2919,0,2919,11052,0,"35650","01","AL"
1312,0,0,0,1312,0,"35651","01","AL"
8190,0,0,0,8190,0,"35652","01","AL"
11150,7317,0,7317,3833,0,"35653","01","AL"
8685,2475,0,2475,6210,0,"35654","01","AL"
9042,9042,9042,0,0,0,"35660","01","AL"
16617,12348,12348,0,4269,0,"35661","01","AL"
7676,0,0,0,7676,0,"35670","01","AL"
2107,0,0,0,2107,0,"35671","01","AL"
6445,0,0,0,6445,0,"35672","01","AL"
8199,2473,2473,0,5726,0,"35673","01","AL"
18475,8750,8676,74,9725,0,"35674","01","AL"
1921,0,0,0,1921,0,"35677","01","AL"
5146,0,0,0,5146,0,"35739","01","AL"
3482,2164,0,2164,1318,0,"35740","01","AL"
2933,2160,2160,0,773,0,"35741","01","AL"
2570,0,0,0,2570,0,"35744","01","AL"
288,0,0,0,288,0,"35745","01","AL"
856,0,0,0,856,0,"35746","01","AL"
5901,0,0,0,5901,0,"35747","01","AL"
6276,604,604,0,5672,0,"35748","01","AL"
20575,17141,17020,121,3434,0,"35749","01","AL"
12783,3761,554,3207,9022,0,"35750","01","AL"
265,0,0,0,265,0,"35751","01","AL"
2047,0,0,0,2047,0,"35752","01","AL"
5362,0,0,0,5362,0,"35754","01","AL"
586,0,0,0,586,0,"35755","01","AL"
9016,5002,5002,0,4014,0,"35756","01","AL"
12840,12679,12679,0,161,0,"35757","01","AL"
41875,41873,41873,0,2,0,"35758","01","AL"
6406,4718,4718,0,1688,0,"35759","01","AL"
5065,0,0,0,5065,0,"35760","01","AL"
11630,3059,3059,0,8571,0,"35761","01","AL"
14216,10928,10928,0,3288,0,"35763","01","AL"
653,0,0,0,653,0,"35764","01","AL"
4013,0,0,0,4013,0,"35765","01","AL"
150,0,0,0,150,0,"35766","01","AL"
11581,5357,0,5357,6224,0,"35768","01","AL"
9537,4712,0,4712,4825,0,"35769","01","AL"
3645,0,0,0,3645,0,"35771","01","AL"
4908,0,0,0,4908,0,"35772","01","AL"
13018,2320,2320,0,10698,0,"35773","01","AL"
165,0,0,0,165,0,"35774","01","AL"
636,0,0,0,636,0,"35775","01","AL"
3395,0,0,0,3395,0,"35776","01","AL"
21509,21503,21503,0,6,0,"35801","01","AL"
21297,20764,20764,0,533,0,"35802","01","AL"
25471,24111,24111,0,1360,0,"35803","01","AL"
22498,22498,22498,0,0,0,"35805","01","AL"
18951,18763,18763,0,188,0,"35806","01","AL"
1946,1529,1529,0,417,0,"35808","01","AL"
30617,28957,28957,0,1660,0,"35810","01","AL"
25955,22939,22939,0,3016,0,"35811","01","AL"
15228,15228,15228,0,0,0,"35816","01","AL"
6070,5852,5852,0,218,0,"35824","01","AL"
636,636,636,0,0,0,"35896","01","AL"
20045,15994,15994,0,4051,0,"35901","01","AL"
18088,14439,14439,0,3649,0,"35903","01","AL"
14194,11364,11364,0,2830,0,"35904","01","AL"
6410,2416,2416,0,3994,0,"35905","01","AL"
9897,7355,7355,0,2542,0,"35906","01","AL"
8345,6370,6370,0,1975,0,"35907","01","AL"
20826,15673,0,15673,5153,0,"35950","01","AL"
13098,4727,0,4727,8371,0,"35951","01","AL"
7727,0,0,0,7727,0,"35952","01","AL"
7319,0,0,0,7319,0,"35953","01","AL"
12416,6203,6203,0,6213,0,"35954","01","AL"
8842,1145,0,1145,7697,0,"35956","01","AL"
15693,8503,0,8503,7190,0,"35957","01","AL"
3582,0,0,0,3582,0,"35958","01","AL"
4836,618,0,618,4218,0,"35959","01","AL"
10087,2654,0,2654,7433,0,"35960","01","AL"
6514,0,0,0,6514,0,"35961","01","AL"
8300,0,0,0,8300,0,"35962","01","AL"
1704,0,0,0,1704,0,"35963","01","AL"
3914,0,0,0,3914,0,"35966","01","AL"
16630,6810,0,6810,9820,0,"35967","01","AL"
4575,208,0,208,4367,0,"35968","01","AL"
4914,0,0,0,4914,0,"35971","01","AL"
1139,0,0,0,1139,0,"35972","01","AL"
2870,0,0,0,2870,0,"35973","01","AL"
1589,0,0,0,1589,0,"35974","01","AL"
1058,0,0,0,1058,0,"35975","01","AL"
16272,6838,0,6838,9434,0,"35976","01","AL"
5390,0,0,0,5390,0,"35978","01","AL"
1398,0,0,0,1398,0,"35979","01","AL"
5161,0,0,0,5161,0,"35980","01","AL"
2141,0,0,0,2141,0,"35981","01","AL"
3738,435,0,435,3303,0,"35983","01","AL"
1889,0,0,0,1889,0,"35984","01","AL"
7744,0,0,0,7744,0,"35986","01","AL"
2666,0,0,0,2666,0,"35987","01","AL"
1940,0,0,0,1940,0,"35988","01","AL"
3573,0,0,0,3573,0,"35989","01","AL"
38,0,0,0,38,0,"35990","01","AL"
1975,0,0,0,1975,0,"36003","01","AL"
1522,0,0,0,1522,0,"36005","01","AL"
1313,0,0,0,1313,0,"36006","01","AL"
2566,0,0,0,2566,0,"36009","01","AL"
4677,0,0,0,4677,0,"36010","01","AL"
562,0,0,0,562,0,"36013","01","AL"
5150,0,0,0,5150,0,"36016","01","AL"
3318,0,0,0,3318,0,"36017","01","AL"
1123,713,713,0,410,0,"36020","01","AL"
13092,5316,5316,0,7776,0,"36022","01","AL"
5428,0,0,0,5428,0,"36024","01","AL"
5729,4992,4992,0,737,0,"36025","01","AL"
1089,0,0,0,1089,0,"36026","01","AL"
16261,8844,0,8844,7417,0,"36027","01","AL"
1746,0,0,0,1746,0,"36028","01","AL"
723,0,0,0,723,0,"36029","01","AL"
491,0,0,0,491,0,"36030","01","AL"
156,0,0,0,156,0,"36031","01","AL"
2339,0,0,0,2339,0,"36032","01","AL"
4299,0,0,0,4299,0,"36033","01","AL"
807,0,0,0,807,0,"36034","01","AL"
1913,0,0,0,1913,0,"36035","01","AL"
2003,0,0,0,2003,0,"36036","01","AL"
14074,6026,0,6026,8048,0,"36037","01","AL"
57,0,0,0,57,0,"36038","01","AL"
253,0,0,0,253,0,"36039","01","AL"
3976,0,0,0,3976,0,"36040","01","AL"
1318,0,0,0,1318,0,"36041","01","AL"
1500,0,0,0,1500,0,"36042","01","AL"
3666,223,223,0,3443,0,"36043","01","AL"
1490,0,0,0,1490,0,"36046","01","AL"
1396,0,0,0,1396,0,"36047","01","AL"
1459,0,0,0,1459,0,"36048","01","AL"
5706,0,0,0,5706,0,"36049","01","AL"
2304,0,0,0,2304,0,"36051","01","AL"
739,0,0,0,739,0,"36052","01","AL"
1967,0,0,0,1967,0,"36053","01","AL"
15066,13957,13957,0,1109,0,"36054","01","AL"
6753,2160,2160,0,4593,0,"36064","01","AL"
19089,17557,17557,0,1532,0,"36066","01","AL"
26954,15098,15098,0,11856,0,"36067","01","AL"
1935,0,0,0,1935,0,"36069","01","AL"
766,0,0,0,766,0,"36071","01","AL"
2226,0,0,0,2226,0,"36075","01","AL"
13179,4040,0,4040,9139,0,"36078","01","AL"
9339,3976,0,3976,5363,0,"36079","01","AL"
2271,0,0,0,2271,0,"36080","01","AL"
15267,10283,0,10283,4984,0,"36081","01","AL"
1667,1638,0,1638,29,0,"36082","01","AL"
9563,4912,0,4912,4651,0,"36083","01","AL"
4767,4624,0,4624,143,0,"36088","01","AL"
8760,5307,0,5307,3453,0,"36089","01","AL"
3648,0,0,0,3648,0,"36091","01","AL"
20274,7163,974,6189,13111,0,"36092","01","AL"
9456,470,0,470,8986,0,"36093","01","AL"
9468,9444,9444,0,24,0,"36104","01","AL"
12043,10551,10551,0,1492,0,"36105","01","AL"
15211,15211,15211,0,0,0,"36106","01","AL"
9589,9589,9589,0,0,0,"36107","01","AL"
21306,18031,18031,0,3275,0,"36108","01","AL"
24777,24766,24766,0,11,0,"36109","01","AL"
12997,11462,11462,0,1535,0,"36110","01","AL"
12176,12176,12176,0,0,0,"36111","01","AL"
553,553,553,0,0,0,"36112","01","AL"
1902,1884,1884,0,18,0,"36113","01","AL"
623,623,623,0,0,0,"36115","01","AL"
43790,40997,40997,0,2793,0,"36116","01","AL"
50268,47630,47630,0,2638,0,"36117","01","AL"
20156,16657,16657,0,3499,0,"36201","01","AL"
18799,17587,17587,0,1212,0,"36203","01","AL"
635,373,373,0,262,0,"36205","01","AL"
11427,10368,10368,0,1059,0,"36206","01","AL"
19801,13987,13987,0,5814,0,"36207","01","AL"
4603,1081,1081,0,3522,0,"36250","01","AL"
5103,0,0,0,5103,0,"36251","01","AL"
969,0,0,0,969,0,"36255","01","AL"
1570,0,0,0,1570,0,"36256","01","AL"
1599,0,0,0,1599,0,"36258","01","AL"
4247,2255,2255,0,1992,0,"36260","01","AL"
1448,0,0,0,1448,0,"36262","01","AL"
658,0,0,0,658,0,"36263","01","AL"
8659,0,0,0,8659,0,"36264","01","AL"
21060,12742,12742,0,8318,0,"36265","01","AL"
5582,0,0,0,5582,0,"36266","01","AL"
35,0,0,0,35,0,"36267","01","AL"
5432,282,282,0,5150,0,"36268","01","AL"
1395,0,0,0,1395,0,"36269","01","AL"
6023,31,31,0,5992,0,"36271","01","AL"
13389,3666,0,3666,9723,0,"36272","01","AL"
2914,0,0,0,2914,0,"36273","01","AL"
11199,4275,0,4275,6924,0,"36274","01","AL"
2592,0,0,0,2592,0,"36276","01","AL"
5420,4464,4464,0,956,0,"36277","01","AL"
4366,0,0,0,4366,0,"36278","01","AL"
2645,0,0,0,2645,0,"36279","01","AL"
3932,0,0,0,3932,0,"36280","01","AL"
35759,26996,26996,0,8763,0,"36301","01","AL"
30217,26390,25289,1101,3827,0,"36303","01","AL"
14470,13052,13052,0,1418,0,"36305","01","AL"
6783,0,0,0,6783,0,"36310","01","AL"
2770,0,0,0,2770,0,"36311","01","AL"
6187,67,67,0,6120,0,"36312","01","AL"
285,0,0,0,285,0,"36313","01","AL"
595,0,0,0,595,0,"36314","01","AL"
1722,0,0,0,1722,0,"36316","01","AL"
590,0,0,0,590,0,"36317","01","AL"
1296,0,0,0,1296,0,"36318","01","AL"
2276,0,0,0,2276,0,"36319","01","AL"
3837,0,0,0,3837,0,"36320","01","AL"
1632,375,375,0,1257,0,"36321","01","AL"
9072,4460,0,4460,4612,0,"36322","01","AL"
8255,0,0,0,8255,0,"36323","01","AL"
35530,29118,0,29118,6412,0,"36330","01","AL"
5490,2654,0,2654,2836,0,"36340","01","AL"
1579,0,0,0,1579,0,"36343","01","AL"
5732,0,0,0,5732,0,"36344","01","AL"
7822,2139,0,2139,5683,0,"36345","01","AL"
1456,0,0,0,1456,0,"36346","01","AL"
6540,2736,2736,0,3804,0,"36350","01","AL"
3146,0,0,0,3146,0,"36351","01","AL"
4885,0,0,0,4885,0,"36352","01","AL"
1968,0,0,0,1968,0,"36353","01","AL"
20157,12066,0,12066,8091,0,"36360","01","AL"
4637,2849,0,2849,1788,0,"36362","01","AL"
972,0,0,0,972,0,"36370","01","AL"
720,266,266,0,454,0,"36371","01","AL"
581,0,0,0,581,0,"36373","01","AL"
970,0,0,0,970,0,"36374","01","AL"
7390,0,0,0,7390,0,"36375","01","AL"
2445,0,0,0,2445,0,"36376","01","AL"
8314,2520,0,2520,5794,0,"36401","01","AL"
10673,5604,0,5604,5069,0,"36420","01","AL"
9241,1051,0,1051,8190,0,"36421","01","AL"
1008,0,0,0,1008,0,"36425","01","AL"
16202,6866,0,6866,9336,0,"36426","01","AL"
2420,0,0,0,2420,0,"36432","01","AL"
579,0,0,0,579,0,"36435","01","AL"
531,0,0,0,531,0,"36436","01","AL"
583,0,0,0,583,0,"36439","01","AL"
3576,551,0,551,3025,0,"36441","01","AL"
3555,0,0,0,3555,0,"36442","01","AL"
702,0,0,0,702,0,"36444","01","AL"
5050,0,0,0,5050,0,"36445","01","AL"
490,0,0,0,490,0,"36446","01","AL"
4977,0,0,0,4977,0,"36451","01","AL"
2198,0,0,0,2198,0,"36453","01","AL"
51,0,0,0,51,0,"36454","01","AL"
465,0,0,0,465,0,"36455","01","AL"
1820,0,0,0,1820,0,"36456","01","AL"
10738,4834,0,4834,5904,0,"36460","01","AL"
10058,4806,0,4806,5252,0,"36467","01","AL"
98,0,0,0,98,0,"36470","01","AL"
1257,0,0,0,1257,0,"36471","01","AL"
106,0,0,0,106,0,"36473","01","AL"
2926,0,0,0,2926,0,"36474","01","AL"
2208,0,0,0,2208,0,"36475","01","AL"
51,0,0,0,51,0,"36476","01","AL"
4946,0,0,0,4946,0,"36477","01","AL"
1773,0,0,0,1773,0,"36480","01","AL"
593,0,0,0,593,0,"36481","01","AL"
1090,0,0,0,1090,0,"36482","01","AL"
536,0,0,0,536,0,"36483","01","AL"
18355,6565,0,6565,11790,0,"36502","01","AL"
1481,161,161,0,1320,0,"36505","01","AL"
19090,7486,0,7486,11604,0,"36507","01","AL"
1983,1709,1709,0,274,0,"36509","01","AL"
764,0,0,0,764,0,"36511","01","AL"
46,0,0,0,46,0,"36512","01","AL"
555,0,0,0,555,0,"36513","01","AL"
2842,0,0,0,2842,0,"36518","01","AL"
5431,0,0,0,5431,0,"36521","01","AL"
7183,0,0,0,7183,0,"36522","01","AL"
2818,643,643,0,2175,0,"36523","01","AL"
1232,0,0,0,1232,0,"36524","01","AL"
1935,775,775,0,1160,0,"36525","01","AL"
27890,25148,25148,0,2742,0,"36526","01","AL"
12109,10352,10352,0,1757,0,"36527","01","AL"
1237,0,0,0,1237,0,"36528","01","AL"
478,0,0,0,478,0,"36529","01","AL"
6873,0,0,0,6873,0,"36530","01","AL"
27829,18531,18531,0,9298,0,"36532","01","AL"
26767,17774,0,17774,8993,0,"36535","01","AL"
374,0,0,0,374,0,"36538","01","AL"
802,0,0,0,802,0,"36539","01","AL"
691,0,0,0,691,0,"36540","01","AL"
15647,4795,668,4127,10852,0,"36541","01","AL"
12705,8695,0,8695,4010,0,"36542","01","AL"
66,0,0,0,66,0,"36543","01","AL"
12476,6809,6809,0,5667,0,"36544","01","AL"
9941,2920,0,2920,7021,0,"36545","01","AL"
