total_pop,pop_urban,pop_urban_areas,pop_urban_cluster,pop_rural,pop_not_defined,zipcode,statefipscode,stateabbreviation
1847,0,0,0,1847,0,"72320","05","AR"
154,0,0,0,154,0,"72321","05","AR"
195,0,0,0,195,0,"72322","05","AR"
1978,0,0,0,1978,0,"72324","05","AR"
43,0,0,0,43,0,"72325","05","AR"
2267,0,0,0,2267,0,"72326","05","AR"
1732,0,0,0,1732,0,"72327","05","AR"
64,0,0,0,64,0,"72328","05","AR"
80,0,0,0,80,0,"72329","05","AR"
756,0,0,0,756,0,"72330","05","AR"
3184,0,0,0,3184,0,"72331","05","AR"
104,0,0,0,104,0,"72332","05","AR"
667,0,0,0,667,0,"72333","05","AR"
20121,13690,0,13690,6431,0,"72335","05","AR"
43,0,0,0,43,0,"72338","05","AR"
204,0,0,0,204,0,"72339","05","AR"
90,0,0,0,90,0,"72340","05","AR"
222,0,0,0,222,0,"72341","05","AR"
5532,3505,0,3505,2027,0,"72342","05","AR"
697,0,0,0,697,0,"72346","05","AR"
711,0,0,0,711,0,"72347","05","AR"
2594,0,0,0,2594,0,"72348","05","AR"
1226,0,0,0,1226,0,"72350","05","AR"
835,0,0,0,835,0,"72351","05","AR"
114,0,0,0,114,0,"72353","05","AR"
2470,0,0,0,2470,0,"72354","05","AR"
2768,0,0,0,2768,0,"72355","05","AR"
1690,1175,0,1175,515,0,"72358","05","AR"
430,0,0,0,430,0,"72359","05","AR"
6466,3804,0,3804,2662,0,"72360","05","AR"
15831,14225,14225,0,1606,0,"72364","05","AR"
3146,0,0,0,3146,0,"72365","05","AR"
2543,0,0,0,2543,0,"72366","05","AR"
108,0,0,0,108,0,"72367","05","AR"
1228,0,0,0,1228,0,"72368","05","AR"
8606,7105,0,7105,1501,0,"72370","05","AR"
1945,0,0,0,1945,0,"72372","05","AR"
1329,0,0,0,1329,0,"72373","05","AR"
876,0,0,0,876,0,"72374","05","AR"
1977,0,0,0,1977,0,"72376","05","AR"
36,0,0,0,36,0,"72377","05","AR"
50,0,0,0,50,0,"72379","05","AR"
53,0,0,0,53,0,"72383","05","AR"
953,0,0,0,953,0,"72384","05","AR"
1777,0,0,0,1777,0,"72386","05","AR"
204,0,0,0,204,0,"72389","05","AR"
9107,7816,0,7816,1291,0,"72390","05","AR"
481,0,0,0,481,0,"72392","05","AR"
625,0,0,0,625,0,"72394","05","AR"
1017,0,0,0,1017,0,"72395","05","AR"
13734,7722,0,7722,6012,0,"72396","05","AR"
53767,45895,45895,0,7872,0,"72401","05","AR"
23482,17491,17491,0,5991,0,"72404","05","AR"
498,0,0,0,498,0,"72410","05","AR"
2294,0,0,0,2294,0,"72411","05","AR"
633,0,0,0,633,0,"72412","05","AR"
598,0,0,0,598,0,"72413","05","AR"
443,0,0,0,443,0,"72414","05","AR"
1346,0,0,0,1346,0,"72415","05","AR"
5783,326,326,0,5457,0,"72416","05","AR"
3568,1404,1404,0,2164,0,"72417","05","AR"
1748,0,0,0,1748,0,"72419","05","AR"
554,0,0,0,554,0,"72421","05","AR"
4979,3180,0,3180,1799,0,"72422","05","AR"
94,0,0,0,94,0,"72424","05","AR"
446,0,0,0,446,0,"72425","05","AR"
196,0,0,0,196,0,"72426","05","AR"
174,0,0,0,174,0,"72427","05","AR"
95,0,0,0,95,0,"72428","05","AR"
427,0,0,0,427,0,"72429","05","AR"
411,0,0,0,411,0,"72430","05","AR"
401,0,0,0,401,0,"72431","05","AR"
6462,0,0,0,6462,0,"72432","05","AR"
3067,1874,0,1874,1193,0,"72433","05","AR"
2108,0,0,0,2108,0,"72434","05","AR"
505,0,0,0,505,0,"72435","05","AR"
942,0,0,0,942,0,"72436","05","AR"
3272,0,0,0,3272,0,"72437","05","AR"
2574,0,0,0,2574,0,"72438","05","AR"
255,0,0,0,255,0,"72440","05","AR"
94,0,0,0,94,0,"72441","05","AR"
4886,3124,0,3124,1762,0,"72442","05","AR"
2986,0,0,0,2986,0,"72443","05","AR"
1821,0,0,0,1821,0,"72444","05","AR"
91,0,0,0,91,0,"72445","05","AR"
1964,0,0,0,1964,0,"72447","05","AR"
213,0,0,0,213,0,"72449","05","AR"
36033,24620,0,24620,11413,0,"72450","05","AR"
198,0,0,0,198,0,"72453","05","AR"
5127,3437,0,3437,1690,0,"72454","05","AR"
12518,5854,0,5854,6664,0,"72455","05","AR"
585,0,0,0,585,0,"72456","05","AR"
132,0,0,0,132,0,"72457","05","AR"
755,0,0,0,755,0,"72458","05","AR"
1329,0,0,0,1329,0,"72459","05","AR"
832,0,0,0,832,0,"72460","05","AR"
3789,0,0,0,3789,0,"72461","05","AR"
408,0,0,0,408,0,"72462","05","AR"
98,0,0,0,98,0,"72464","05","AR"
1481,0,0,0,1481,0,"72466","05","AR"
303,303,303,0,0,0,"72467","05","AR"
1124,0,0,0,1124,0,"72469","05","AR"
319,0,0,0,319,0,"72470","05","AR"
1108,0,0,0,1108,0,"72471","05","AR"
9447,7095,0,7095,2352,0,"72472","05","AR"
2376,0,0,0,2376,0,"72473","05","AR"
7155,4472,0,4472,2683,0,"72476","05","AR"
390,0,0,0,390,0,"72478","05","AR"
1489,0,0,0,1489,0,"72479","05","AR"
1241,0,0,0,1241,0,"72482","05","AR"
25099,11327,0,11327,13772,0,"72501","05","AR"
2234,0,0,0,2234,0,"72512","05","AR"
2856,0,0,0,2856,0,"72513","05","AR"
63,0,0,0,63,0,"72515","05","AR"
487,0,0,0,487,0,"72517","05","AR"
3150,0,0,0,3150,0,"72519","05","AR"
309,0,0,0,309,0,"72520","05","AR"
4814,0,0,0,4814,0,"72521","05","AR"
405,0,0,0,405,0,"72522","05","AR"
1091,0,0,0,1091,0,"72523","05","AR"
376,0,0,0,376,0,"72524","05","AR"
154,0,0,0,154,0,"72526","05","AR"
583,186,0,186,397,0,"72527","05","AR"
65,0,0,0,65,0,"72528","05","AR"
4726,3241,0,3241,1485,0,"72529","05","AR"
1987,0,0,0,1987,0,"72530","05","AR"
800,0,0,0,800,0,"72531","05","AR"
1712,0,0,0,1712,0,"72532","05","AR"
416,0,0,0,416,0,"72533","05","AR"
1320,0,0,0,1320,0,"72534","05","AR"
429,0,0,0,429,0,"72536","05","AR"
805,0,0,0,805,0,"72537","05","AR"
432,0,0,0,432,0,"72538","05","AR"
253,0,0,0,253,0,"72539","05","AR"
149,0,0,0,149,0,"72540","05","AR"
3826,202,0,202,3624,0,"72542","05","AR"
12535,6357,0,6357,6178,0,"72543","05","AR"
636,0,0,0,636,0,"72544","05","AR"
181,0,0,0,181,0,"72546","05","AR"
985,0,0,0,985,0,"72550","05","AR"
69,0,0,0,69,0,"72553","05","AR"
2923,867,0,867,2056,0,"72554","05","AR"
182,0,0,0,182,0,"72555","05","AR"
3375,0,0,0,3375,0,"72556","05","AR"
8754,0,0,0,8754,0,"72560","05","AR"
981,0,0,0,981,0,"72561","05","AR"
2238,0,0,0,2238,0,"72562","05","AR"
546,0,0,0,546,0,"72564","05","AR"
999,0,0,0,999,0,"72565","05","AR"
624,0,0,0,624,0,"72566","05","AR"
262,0,0,0,262,0,"72567","05","AR"
1662,0,0,0,1662,0,"72568","05","AR"
468,0,0,0,468,0,"72569","05","AR"
369,0,0,0,369,0,"72571","05","AR"
228,0,0,0,228,0,"72572","05","AR"
278,0,0,0,278,0,"72573","05","AR"
3868,0,0,0,3868,0,"72576","05","AR"
700,0,0,0,700,0,"72577","05","AR"
212,0,0,0,212,0,"72578","05","AR"
1287,0,0,0,1287,0,"72579","05","AR"
1030,0,0,0,1030,0,"72581","05","AR"
1679,0,0,0,1679,0,"72583","05","AR"
568,0,0,0,568,0,"72584","05","AR"
216,0,0,0,216,0,"72585","05","AR"
134,0,0,0,134,0,"72587","05","AR"
30163,13950,0,13950,16213,0,"72601","05","AR"
1696,0,0,0,1696,0,"72611","05","AR"
10441,4800,0,4800,5641,0,"72616","05","AR"
198,0,0,0,198,0,"72617","05","AR"
1936,0,0,0,1936,0,"72619","05","AR"
648,0,0,0,648,0,"72623","05","AR"
594,0,0,0,594,0,"72624","05","AR"
1243,0,0,0,1243,0,"72626","05","AR"
803,0,0,0,803,0,"72628","05","AR"
629,0,0,0,629,0,"72629","05","AR"
197,0,0,0,197,0,"72630","05","AR"
3709,0,0,0,3709,0,"72631","05","AR"
4449,0,0,0,4449,0,"72632","05","AR"
1833,0,0,0,1833,0,"72633","05","AR"
4670,0,0,0,4670,0,"72634","05","AR"
3624,0,0,0,3624,0,"72635","05","AR"
24,0,0,0,24,0,"72636","05","AR"
7186,2656,0,2656,4530,0,"72638","05","AR"
683,0,0,0,683,0,"72639","05","AR"
385,0,0,0,385,0,"72640","05","AR"
2585,0,0,0,2585,0,"72641","05","AR"
1979,0,0,0,1979,0,"72642","05","AR"
2253,0,0,0,2253,0,"72644","05","AR"
1867,0,0,0,1867,0,"72645","05","AR"
716,0,0,0,716,0,"72648","05","AR"
4362,0,0,0,4362,0,"72650","05","AR"
1206,0,0,0,1206,0,"72651","05","AR"
28560,14180,0,14180,14380,0,"72653","05","AR"
457,0,0,0,457,0,"72655","05","AR"
1685,0,0,0,1685,0,"72658","05","AR"
524,0,0,0,524,0,"72660","05","AR"
580,0,0,0,580,0,"72661","05","AR"
2986,0,0,0,2986,0,"72662","05","AR"
361,0,0,0,361,0,"72663","05","AR"
275,0,0,0,275,0,"72666","05","AR"
521,0,0,0,521,0,"72668","05","AR"
107,0,0,0,107,0,"72669","05","AR"
99,0,0,0,99,0,"72670","05","AR"
279,0,0,0,279,0,"72672","05","AR"
1399,0,0,0,1399,0,"72675","05","AR"
525,0,0,0,525,0,"72677","05","AR"
48,0,0,0,48,0,"72679","05","AR"
807,0,0,0,807,0,"72680","05","AR"
194,0,0,0,194,0,"72682","05","AR"
211,0,0,0,211,0,"72683","05","AR"
1365,0,0,0,1365,0,"72685","05","AR"
182,0,0,0,182,0,"72686","05","AR"
6461,0,0,0,6461,0,"72687","05","AR"
39782,33768,33768,0,6014,0,"72701","05","AR"
28261,24722,24722,0,3539,0,"72703","05","AR"
21336,15831,15831,0,5505,0,"72704","05","AR"
40933,34538,34538,0,6395,0,"72712","05","AR"
11880,10883,10883,0,997,0,"72714","05","AR"
15051,12425,12425,0,2626,0,"72715","05","AR"
1071,0,0,0,1071,0,"72717","05","AR"
1465,848,848,0,617,0,"72718","05","AR"
8975,8687,8687,0,288,0,"72719","05","AR"
391,0,0,0,391,0,"72721","05","AR"
3138,0,0,0,3138,0,"72722","05","AR"
5658,1274,1274,0,4384,0,"72727","05","AR"
280,0,0,0,280,0,"72729","05","AR"
7585,5183,5183,0,2402,0,"72730","05","AR"
4716,0,0,0,4716,0,"72732","05","AR"
7322,3157,0,3157,4165,0,"72734","05","AR"
6208,0,0,0,6208,0,"72736","05","AR"
2419,0,0,0,2419,0,"72738","05","AR"
473,0,0,0,473,0,"72739","05","AR"
9543,0,0,0,9543,0,"72740","05","AR"
545,0,0,0,545,0,"72742","05","AR"
5343,0,0,0,5343,0,"72744","05","AR"
11376,6968,6968,0,4408,0,"72745","05","AR"
152,0,0,0,152,0,"72747","05","AR"
84,0,0,0,84,0,"72749","05","AR"
6434,4422,4422,0,2012,0,"72751","05","AR"
293,0,0,0,293,0,"72752","05","AR"
7936,3398,185,3213,4538,0,"72753","05","AR"
38455,29272,29272,0,9183,0,"72756","05","AR"
33487,31505,31505,0,1982,0,"72758","05","AR"
342,0,0,0,342,0,"72760","05","AR"
21211,15493,0,15493,5718,0,"72761","05","AR"
35342,29685,29685,0,5657,0,"72762","05","AR"
50230,44885,44885,0,5345,0,"72764","05","AR"
1306,0,0,0,1306,0,"72768","05","AR"
1162,0,0,0,1162,0,"72769","05","AR"
953,0,0,0,953,0,"72773","05","AR"
6121,0,0,0,6121,0,"72774","05","AR"
574,0,0,0,574,0,"72776","05","AR"
18685,18685,0,18685,0,0,"72801","05","AR"
20973,9321,0,9321,11652,0,"72802","05","AR"
2048,0,0,0,2048,0,"72821","05","AR"
6765,0,0,0,6765,0,"72823","05","AR"
1876,0,0,0,1876,0,"72824","05","AR"
47,0,0,0,47,0,"72826","05","AR"
187,0,0,0,187,0,"72827","05","AR"
114,0,0,0,114,0,"72828","05","AR"
14896,7313,0,7313,7583,0,"72830","05","AR"
923,0,0,0,923,0,"72832","05","AR"
4384,0,0,0,4384,0,"72833","05","AR"
10565,4631,0,4631,5934,0,"72834","05","AR"
923,0,0,0,923,0,"72835","05","AR"
7845,0,0,0,7845,0,"72837","05","AR"
115,0,0,0,115,0,"72838","05","AR"
242,0,0,0,242,0,"72839","05","AR"
2149,0,0,0,2149,0,"72840","05","AR"
227,0,0,0,227,0,"72841","05","AR"
1478,0,0,0,1478,0,"72842","05","AR"
2274,0,0,0,2274,0,"72843","05","AR"
1216,0,0,0,1216,0,"72845","05","AR"
3913,0,0,0,3913,0,"72846","05","AR"
2850,0,0,0,2850,0,"72847","05","AR"
572,0,0,0,572,0,"72851","05","AR"
315,0,0,0,315,0,"72852","05","AR"
2217,0,0,0,2217,0,"72853","05","AR"
703,0,0,0,703,0,"72854","05","AR"
6314,3143,0,3143,3171,0,"72855","05","AR"
464,0,0,0,464,0,"72856","05","AR"
1430,0,0,0,1430,0,"72857","05","AR"
3178,96,0,96,3082,0,"72858","05","AR"
375,0,0,0,375,0,"72860","05","AR"
1582,0,0,0,1582,0,"72863","05","AR"
1366,0,0,0,1366,0,"72865","05","AR"
21591,21591,21591,0,0,0,"72901","05","AR"
26148,26121,26121,0,27,0,"72903","05","AR"
21893,21499,21499,0,394,0,"72904","05","AR"
13378,13366,13366,0,12,0,"72908","05","AR"
7131,3566,3566,0,3565,0,"72916","05","AR"
13787,5277,5277,0,8510,0,"72921","05","AR"
4735,4727,4727,0,8,0,"72923","05","AR"
545,0,0,0,545,0,"72926","05","AR"
8701,3335,0,3335,5366,0,"72927","05","AR"
755,0,0,0,755,0,"72928","05","AR"
320,0,0,0,320,0,"72930","05","AR"
1597,0,0,0,1597,0,"72932","05","AR"
4999,0,0,0,4999,0,"72933","05","AR"
1047,0,0,0,1047,0,"72934","05","AR"
577,0,0,0,577,0,"72935","05","AR"
14527,8704,85,8619,5823,0,"72936","05","AR"
3858,0,0,0,3858,0,"72937","05","AR"
1391,0,0,0,1391,0,"72938","05","AR"
2515,0,0,0,2515,0,"72940","05","AR"
5251,0,0,0,5251,0,"72941","05","AR"
2646,0,0,0,2646,0,"72943","05","AR"
2919,0,0,0,2919,0,"72944","05","AR"
314,0,0,0,314,0,"72945","05","AR"
3654,0,0,0,3654,0,"72946","05","AR"
4433,0,0,0,4433,0,"72947","05","AR"
518,0,0,0,518,0,"72948","05","AR"
10177,3153,0,3153,7024,0,"72949","05","AR"
409,0,0,0,409,0,"72950","05","AR"
988,0,0,0,988,0,"72951","05","AR"
2945,0,0,0,2945,0,"72952","05","AR"
438,0,0,0,438,0,"72955","05","AR"
34074,24482,24482,0,9592,0,"72956","05","AR"
8117,3330,0,3330,4787,0,"72958","05","AR"
2786,0,0,0,2786,0,"72959","05","AR"
26,0,0,0,26,0,"75556","05","AR"
31,0,0,0,31,0,"89010","06","CA"
69,0,0,0,69,0,"89019","06","CA"
30,0,0,0,30,0,"89060","06","CA"
51,0,0,0,51,0,"89061","06","CA"
80,0,0,0,80,0,"89439","06","CA"
57110,57110,57110,0,0,0,"90001","06","CA"
51223,51223,51223,0,0,0,"90002","06","CA"
66266,66266,66266,0,0,0,"90003","06","CA"
62180,62180,62180,0,0,0,"90004","06","CA"
37681,37681,37681,0,0,0,"90005","06","CA"
59185,59185,59185,0,0,0,"90006","06","CA"
40920,40920,40920,0,0,0,"90007","06","CA"
32327,32327,32327,0,0,0,"90008","06","CA"
3800,3800,3800,0,0,0,"90010","06","CA"
103892,103892,103892,0,0,0,"90011","06","CA"
31103,31103,31103,0,0,0,"90012","06","CA"
11772,11772,11772,0,0,0,"90013","06","CA"
7005,7005,7005,0,0,0,"90014","06","CA"
18986,18986,18986,0,0,0,"90015","06","CA"
47596,47596,47596,0,0,0,"90016","06","CA"
23768,23768,23768,0,0,0,"90017","06","CA"
49310,49310,49310,0,0,0,"90018","06","CA"
64458,64458,64458,0,0,0,"90019","06","CA"
38967,38967,38967,0,0,0,"90020","06","CA"
3951,3951,3951,0,0,0,"90021","06","CA"
67179,67179,67179,0,0,0,"90022","06","CA"
45903,45903,45903,0,0,0,"90023","06","CA"
47452,47452,47452,0,0,0,"90024","06","CA"
42147,42147,42147,0,0,0,"90025","06","CA"
67869,67869,67869,0,0,0,"90026","06","CA"
45151,45141,45141,0,10,0,"90027","06","CA"
28714,28714,28714,0,0,0,"90028","06","CA"
38617,38617,38617,0,0,0,"90029","06","CA"
39316,39316,39316,0,0,0,"90031","06","CA"
45786,45786,45786,0,0,0,"90032","06","CA"
48852,48852,48852,0,0,0,"90033","06","CA"
57964,57964,57964,0,0,0,"90034","06","CA"
28418,28418,28418,0,0,0,"90035","06","CA"
36865,36865,36865,0,0,0,"90036","06","CA"
62276,62276,62276,0,0,0,"90037","06","CA"
28917,28917,28917,0,0,0,"90038","06","CA"
28514,28514,28514,0,0,0,"90039","06","CA"
12520,12520,12520,0,0,0,"90040","06","CA"
27425,27425,27425,0,0,0,"90041","06","CA"
62430,62430,62430,0,0,0,"90042","06","CA"
44789,44789,44789,0,0,0,"90043","06","CA"
89779,89779,89779,0,0,0,"90044","06","CA"
39480,39480,39480,0,0,0,"90045","06","CA"
48581,48581,48581,0,0,0,"90046","06","CA"
48606,48606,48606,0,0,0,"90047","06","CA"
21397,21397,21397,0,0,0,"90048","06","CA"
35482,33735,33735,0,1747,0,"90049","06","CA"
7827,7827,7827,0,0,0,"90056","06","CA"
44998,44998,44998,0,0,0,"90057","06","CA"
3223,3223,3223,0,0,0,"90058","06","CA"
40952,40952,40952,0,0,0,"90059","06","CA"
26872,26872,26872,0,0,0,"90061","06","CA"
32821,32821,32821,0,0,0,"90062","06","CA"
55758,55758,55758,0,0,0,"90063","06","CA"
25403,25403,25403,0,0,0,"90064","06","CA"
45527,45527,45527,0,0,0,"90065","06","CA"
55277,55277,55277,0,0,0,"90066","06","CA"
2424,2424,2424,0,0,0,"90067","06","CA"
22286,22282,22282,0,4,0,"90068","06","CA"
20483,20483,20483,0,0,0,"90069","06","CA"
15,15,15,0,0,0,"90071","06","CA"
539,539,539,0,0,0,"90073","06","CA"
9377,9377,9377,0,0,0,"90077","06","CA"
0,0,0,0,0,0,"90079","06","CA"
3217,3217,3217,0,0,0,"90089","06","CA"
0,0,0,0,0,0,"90090","06","CA"
5464,5464,5464,0,0,0,"90094","06","CA"
3,3,3,0,0,0,"90095","06","CA"
101279,101279,101279,0,0,0,"90201","06","CA"
21741,21741,21741,0,0,0,"90210","06","CA"
8434,8434,8434,0,0,0,"90211","06","CA"
11555,11555,11555,0,0,0,"90212","06","CA"
49328,49328,49328,0,0,0,"90220","06","CA"
53704,53704,53704,0,0,0,"90221","06","CA"
31869,31869,31869,0,0,0,"90222","06","CA"
31766,31766,31766,0,0,0,"90230","06","CA"
15149,15149,15149,0,0,0,"90232","06","CA"
25876,25876,25876,0,0,0,"90240","06","CA"
42399,42399,42399,0,0,0,"90241","06","CA"
43497,43497,43497,0,0,0,"90242","06","CA"
16654,16654,16654,0,0,0,"90245","06","CA"
47487,47487,47487,0,0,0,"90247","06","CA"
9947,9947,9947,0,0,0,"90248","06","CA"
26669,26669,26669,0,0,0,"90249","06","CA"
93193,93193,93193,0,0,0,"90250","06","CA"
19506,19506,19506,0,0,0,"90254","06","CA"
75066,75066,75066,0,0,0,"90255","06","CA"
34924,34924,34924,0,0,0,"90260","06","CA"
69745,69745,69745,0,0,0,"90262","06","CA"
1612,1612,1612,0,0,0,"90263","06","CA"
18116,12929,12929,0,5187,0,"90265","06","CA"
35135,35135,35135,0,0,0,"90266","06","CA"
27372,27372,27372,0,0,0,"90270","06","CA"
22986,22818,22818,0,168,0,"90272","06","CA"
25209,25209,25209,0,0,0,"90274","06","CA"
41804,41804,41804,0,0,0,"90275","06","CA"
35293,35293,35293,0,0,0,"90277","06","CA"
40071,40071,40071,0,0,0,"90278","06","CA"
94396,94396,94396,0,0,0,"90280","06","CA"
6368,4437,4437,0,1931,0,"90290","06","CA"
28341,28341,28341,0,0,0,"90291","06","CA"
21576,21576,21576,0,0,0,"90292","06","CA"
12132,12132,12132,0,0,0,"90293","06","CA"
36568,36568,36568,0,0,0,"90301","06","CA"
29415,29415,29415,0,0,0,"90302","06","CA"
26176,26176,26176,0,0,0,"90303","06","CA"
28210,28210,28210,0,0,0,"90304","06","CA"
14853,14853,14853,0,0,0,"90305","06","CA"
6722,6722,6722,0,0,0,"90401","06","CA"
12250,12250,12250,0,0,0,"90402","06","CA"
24525,24525,24525,0,0,0,"90403","06","CA"
21360,21360,21360,0,0,0,"90404","06","CA"
27186,27186,27186,0,0,0,"90405","06","CA"
43180,43180,43180,0,0,0,"90501","06","CA"
18010,18010,18010,0,0,0,"90502","06","CA"
44383,44383,44383,0,0,0,"90503","06","CA"
32102,32102,32102,0,0,0,"90504","06","CA"
36678,36678,36678,0,0,0,"90505","06","CA"
0,0,0,0,0,0,"90506","06","CA"
31974,31974,31974,0,0,0,"90601","06","CA"
25777,25777,25777,0,0,0,"90602","06","CA"
20063,20063,20063,0,0,0,"90603","06","CA"
39407,39407,39407,0,0,0,"90604","06","CA"
40331,40331,40331,0,0,0,"90605","06","CA"
32396,32396,32396,0,0,0,"90606","06","CA"
45113,45113,45113,0,0,0,"90620","06","CA"
35153,35153,35153,0,0,0,"90621","06","CA"
15554,15554,15554,0,0,0,"90623","06","CA"
47993,47993,47993,0,0,0,"90630","06","CA"
67619,67619,67619,0,0,0,"90631","06","CA"
49012,49012,49012,0,0,0,"90638","06","CA"
62549,62549,62549,0,0,0,"90640","06","CA"
105549,105549,105549,0,0,0,"90650","06","CA"
62928,62928,62928,0,0,0,"90660","06","CA"
14866,14866,14866,0,0,0,"90670","06","CA"
29945,29945,29945,0,0,0,"90680","06","CA"
16591,16591,16591,0,0,0,"90701","06","CA"
49399,49399,49399,0,0,0,"90703","06","CA"
4090,3652,0,3652,438,0,"90704","06","CA"
76615,76615,76615,0,0,0,"90706","06","CA"
25457,25457,25457,0,0,0,"90710","06","CA"
31499,31499,31499,0,0,0,"90712","06","CA"
27925,27925,27925,0,0,0,"90713","06","CA"
20388,20388,20388,0,0,0,"90715","06","CA"
14184,14184,14184,0,0,0,"90716","06","CA"
21318,21318,21318,0,0,0,"90717","06","CA"
21751,21751,21751,0,0,0,"90720","06","CA"
54099,54099,54099,0,0,0,"90723","06","CA"
59662,59662,59662,0,0,0,"90731","06","CA"
21115,21115,21115,0,0,0,"90732","06","CA"
23729,23729,23729,0,0,0,"90740","06","CA"
831,831,831,0,0,0,"90742","06","CA"
456,456,456,0,0,0,"90743","06","CA"
53815,53815,53815,0,0,0,"90744","06","CA"
57251,57251,57251,0,0,0,"90745","06","CA"
25990,25990,25990,0,0,0,"90746","06","CA"
0,0,0,0,0,0,"90747","06","CA"
11074,11074,11074,0,0,0,"90755","06","CA"
39347,39347,39347,0,0,0,"90802","06","CA"
32031,32031,32031,0,0,0,"90803","06","CA"
40311,40311,40311,0,0,0,"90804","06","CA"
93524,93524,93524,0,0,0,"90805","06","CA"
42399,42399,42399,0,0,0,"90806","06","CA"
31481,31481,31481,0,0,0,"90807","06","CA"
38232,38232,38232,0,0,0,"90808","06","CA"
36735,36735,36735,0,0,0,"90810","06","CA"
58911,58911,58911,0,0,0,"90813","06","CA"
19131,19131,19131,0,0,0,"90814","06","CA"
39733,39733,39733,0,0,0,"90815","06","CA"
117,117,117,0,0,0,"90822","06","CA"
0,0,0,0,0,0,"90831","06","CA"
36126,36122,36122,0,4,0,"91001","06","CA"
31715,31715,31715,0,0,0,"91006","06","CA"
34095,34095,34095,0,0,0,"91007","06","CA"
1391,1391,1391,0,0,0,"91008","06","CA"
26074,26069,26069,0,5,0,"91010","06","CA"
20280,20269,20269,0,11,0,"91011","06","CA"
40598,40378,40378,0,220,0,"91016","06","CA"
8415,8415,8415,0,0,0,"91020","06","CA"
10917,10917,10917,0,0,0,"91024","06","CA"
25616,25616,25616,0,0,0,"91030","06","CA"
20372,20368,20368,0,4,0,"91040","06","CA"
27585,27473,27473,0,112,0,"91042","06","CA"
156,156,156,0,0,0,"91046","06","CA"
20460,20460,20460,0,0,0,"91101","06","CA"
27480,27480,27480,0,0,0,"91103","06","CA"
36751,36751,36751,0,0,0,"91104","06","CA"
11254,11254,11254,0,0,0,"91105","06","CA"
24229,24229,24229,0,0,0,"91106","06","CA"
32940,32930,32930,0,10,0,"91107","06","CA"
13361,13361,13361,0,0,0,"91108","06","CA"
22781,22781,22781,0,0,0,"91201","06","CA"
22830,22830,22830,0,0,0,"91202","06","CA"
13220,13220,13220,0,0,0,"91203","06","CA"
16032,16032,16032,0,0,0,"91204","06","CA"
37810,37810,37810,0,0,0,"91205","06","CA"
